Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,NO,TRAVEL_RARELY,1230,r&d,1,2,Life Sciences,1,872,4,M,33,2,2,manufacturing director,4,married,4775,19146,6,Y,NO,22,4,1,80,2,4,2,1,2,2,2,2
44,no,travel_rarely,986,R&D,8,4,life sciences,1,874,1,M,62,4,1,Laboratory Technician,4,MARRIED,2818,5044,2,Y,YES,24,4,3,80,1,10,2,2,3,2,,2
42,no,Travel_Frequently,1271,research & development,2,1,medical,1,875,2,MALE,35,3,1,RESEARCH SCIENTIST,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8?,2,3,2,1,2,2
,NO,Travel_Rarely,1278,hr,8,3,life sciences,1,878,1,M,77,2,1,Human Resources,1,MARRIED,2342,8635,0,Y,no,21,4,3,80,0_,6,3,3,5,4,0_,3
25,0,travel_rarely,141,sale,3,1,OTHER,1,879,3,Male,98,3,2,SALES EXECUTIVE,1,Married,4194,14363,,Y,YES,18,3,4,80,0,5,3,3,5,3,0,3
35,0,rare,607,Research & Development,9,3,LS,1,880,4,Female,66,2,,Manufacturing Director,3,married,10685,23457,1,Y,1,20,4,2,80,1,17,2,3,17,14,5,15
35,1,TRAVEL_FREQUENTLY,130,RESEARCH & DEVELOPMENT,25,4,LIFE SCIENCES,1,881,4,f,96,3,1,RESEARCH SCIENTIST,2,Divorced,2022,16612,1,Y,yes,19,3,1,80,1,10,3,2,10,,7,8
32,NO,nil,300,R&D,1,3,life sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
25,0,rare,583,Sale,4,1,Marketing,1,885,3,m,87,2,2,Sales Executive,1,Married,4256,18154,1,Y,no,12,3_,1,80,0,5,1,4,5,2,0,3
49,NO,Travel_Rarely,1418,R&D,1,3,TECHNICAL DEGREE,1,887,3,f,36,3,1,research scientist,1,Married,3580,,2,Y,NO,16,3,2,80,1,7,2,3,4,2,0,2
24,0,Non-Travel,1269,r&d,4,1,ls,1,888,1,MALE,46,2,1,LABORATORY TECHNICIAN,4,married,3162,10778,0,Y,0,17,3,4,80,0?,6,2,2,5,2,3,4
32,No,frequent,379,sale,5,2,life sciences,1,889,2,M,48,3,2,SALES EXECUTIVE,2,MARRIED,6524,8891,1,Y,0,14,3,4,80,1,10,3,3,10,8,5,3
38,No,rare,395,sale,9,3,Marketing,,893,2,MALE,98,2,1,sales rep,2,MARRIED,2899,12102,0,Y,0,,3,4,80,1,3,3,3,2,2,1,2
42,0,rare,1265,RESEARCH & DEVELOPMENT,3,3,Life Sciences,1,894,3,Female,95,4,2,Laboratory Technician,4,married,5231,23726,2,Y,yes,13,3,2,80,1,17,1,2,5,3,1,3
31,No,rare,1222,RESEARCH & DEVELOPMENT,11,4,LIFE SCIENCES,1,895,4,M,48,,1,research scientist,4,married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
29,YES,rare,341,sale,,3,Medical,1,896,2,FEMALE,48,2,1,sales representative,3,DIVORCED,2800,23522,6,Y,1,19,3,3,80,3,5,3,3,3,2,,2
53,NO,Travel_Rarely,868,sales,8,3,marketing,1,897,1,MALE,73,3,4,sales exe,4,married,11836,22789,5,Y,0,14,3,3,80,1,28,3,3,2,0,2,2
35,No,TRAVEL_RARELY,672,Research & Development,25,3,TECHNICAL DEGREE,1,899,4,Male,78,2,3,manufacturing director,2,MARRIED,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
37,0,frequent,1231,sales,21,2,med,1,900,3,FEMALE,54,3,1,sales rep,4,Married,2973,21222,5,Y,0,15,3,2,80,1,10,3,3,5,4,0,0
53,NO,rare,102,RESEARCH & DEVELOPMENT,23,4,ls,1,901,4,Female,72,3,4,research director,4,Single,14275,20206,6,Y,no,18,3,3,80,0,33,0,3,12,9,3,8
43,no,TRAVEL_FREQUENTLY,422,R&D,1,3,life sciences,1,902,4,f,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,0,13,3,2,80,1,,2,2,5,2,2,2
47,0,rare,249,Sale,2,2,marketing,1,903,3,Female,35,3,2,SALES EXECUTIVE,4,Married,4537,17783,0,Y,yes,22,4,1,80,1,8,2,3,7,6,7,7
37,No,Nil,1252,sales,19,2,MEDICAL,1,,1,MALE,32,3,3,sales executive,2,single,7642,4814,1,Y,YES,13,3,4,80,0,10,2,3,10,0,0,9
50,NO,Non-Travel,881,RESEARCH & DEVELOPMENT,2,4,ls,1,905,1,Male,98,3,4,MANAGER,1,Divorced,17924?,4544,1,Y,No,,3,4,80,1,31,3,3,31,6,14,7
39,no,travel_rarely,1383,Human Resources,2,3,ls,1,909,4,Female,42,2,2,human resources,4,MARRIED,5204,7790,8,Y,NO,11,3,3,80,2,13,2,3,5,4,0,4
33,no,TRAVEL_RARELY,1075,HUMAN RESOURCES,3,2,hr,1,910,4,Male,57,3,1,HUMAN RESOURCES,2,DIVORCED,2277,22650,3,Y,YES,11,3,3,80,1,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,374,R&D,25,4,ls,1,911,1,M,87,3,1,laboratory technician,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
29,NO,TRAVEL_RARELY,1086,Research & Development,7,1,Medical,1,912,1_,F,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,,3,3,80,3,8,5,3,4,3,0,3
44,NO,rare,661,r&d,9,2,ls,1,913,2,m,61,3,1,Research Scientist,1,MARRIED,2559,7508,1,Y,yes,13,3,4,80,0,8,0,3,8,7,7,1
,No,TRAVEL_RARELY,821,SALES,5,4,MED,1,916,1,Male,98,3,2,SALES EXECUTIVE,4,single,4908,24252,1,Y,0,14,3,2,,0,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,781,research & development,2,1,LIFE SCIENCES,,918,4,MALE,57,2,1,Laboratory Technician,4,DIVORCED,2380,13384,9,Y,1,14,3,4,80,1,3,3,2,1,0,0,0
43,NO,travel_rarely,177,RESEARCH & DEVELOPMENT,8,3,Life Sciences,1,920,1,f,55,3,2,manufacture director,2,DIVORCED,4765,23814,4,Y,no,21,4,3,80,1,4,2,4,1,0,0,0
20,1,TRAVEL_RARELY,500,Sales,2,3,med,1,922,3,f,49,2,1,Sales Rep,3,Single,,22052,1,Y,,13,3,4,80,0,2,3,2,2,2,0,2
21,1,,1427,r&d,18,1,other,1,923,4,F,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,NO,19,3,1,80,0,1,3,2,1,0,0,0
36,no,TRAVEL_RARELY,1425,research & development,14,1,life sciences,1,924,3,MALE,68,3,2,healthcare representative,4,Married,6586,4821,0,Y,YES,17,3,1,80,,17,2,2,16,8,4,11
47,No,travel_rarely,1454,sale,2,4,Life Sciences,1,925,4,F,65,2,1,sales representative,4,single,3294,13137,1,Y,Yes,18_,3,1,80,0,3,3,2,3,2,1,2
22,yes,travel_rarely,617,Research & Development,3,1,ls,1,926,2,f,34,3,2,Manufacturing Director,3,MARRIED,4171,10022,0,Y,1,19,3,1,80,1,4,3,4,3,2,0,2
41,YES,travel_rarely,1085,research & development,2,4,life sciences,1,927,2,FEMALE,57,1,1,Laboratory Technician,4,divorced,2778,17725,4,Y,1,13,3_,3,80,1,10,1,2,7,7,1,0
28,0,travel_rarely,995,r&d,,3,MED,1,930,3,FEMALE,77,3,1,RESEARCH SCIENTIST,3,divorced,2377,9834,5,Y,no,18,3,2,80,1,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,1122,research & development,6,3,MED,1,932,4,Male,70,3,1,LABORATORY TECHNICIAN,1,MARRIED,2404,4303,7,Y,yes,21,4,4,80,0,8,2,1,2,2,2,2
27,no,rare,618,r&d,4,3,Life Sciences,1,933,2,F,76,3,1,research scientist,3,SINGLE,2318,17808,1,Y,no,19,3,3,80,0,1,2,3,1,1,0,0
34,No,rare,546?,r&d,10,3,life sciences,1,934,2,M,83,3,1,LABORATORY TECHNICIAN,2,DIVORCED,2008,6896,1,Y,0,14,3,,80,2,1,3,3,1,0,1,0
42,No,rare,462,sales,14,2,MED,1,936,3,F,68,2,2,Sales Exe,3,SINGLE,6244,7824,7,Y,NO,17,3,1,80,0,10,6,3,5,4,0,3
33,0,rare,1198,R&D,1,4,other,1,939,3,Male,100,2,1,Research scientist,1,Single,2799,3339,3,Y,yes,11,3,2,80,0,6,1,3,3,2,0,2
58,no,rare,1272,R&D,5,3,technical degree,1,940,3,FEMALE,37,2,3,healthcare rep,2,divorced,10552,9255,2,Y,1,13,3,4?,80,1,24,3,3,6,0,0,4
31,No,travel_rarely,154,Sales,7,4,Life Sciences,1,941,2,,41,2,1,sales representative,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,,5,2
35,0,TRAVEL_RARELY,1137,RESEARCH & DEVELOPMENT,21,1,LIFE SCIENCES,1,942,4,Female,51,3,2?,Healthcare Representative,4,MARRIED,4014,19170,1,Y,1,25,4,4,80,1,10,2,1,10,6,0,7
49,0,rare,527,R&D,8,2,other,1,944,1,Female,51,3,3,lab technician,2,Married,7403,22477,4,Y,NO,11,3,3,80,1,29,3,2,26,9,1,7
48,0,travel_rarely,1469,RESEARCH & DEVELOPMENT,20,4,MED,1,945,4,MALE,51,3,1,Research scientist,3,Married,2259,5543,4,Y,0,17,3,1,80,2,13,2,2,0,0,0?,0
31,0,NON-TRAVEL,1188,sales,20,2,Marketing,1,947,4,f,45,3,2,,3,married,6932,24406,1,Y,NO,13,3,4,80,1,9,2,,9,8,0,0
36,0,rare,188,Research & Development,7,,OTHER,1,,2,m,65,3,1,research scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
38,no,Travel_Rarely,1333,Research & Development,1,3,TD,1,950,4,f,80,3,3,Research Director,1,Married,13582,16292,1,Y,no,13,3_,2,80,1,15,3,3,15,12,5,11
32,0,Nil,1184,R&D,1,3,LS,1,951,3,Female,70,2,1,LABORATORY TECHNICIAN,2,Married,2332,3974,6,Y,0,20,4,3,80,0,5,3,3,3,0,0,2
25,YES,Travel_Rarely,867,sales,19,2,MKT,1,952,3,m,36,2,1,sales rep,2,married,2413,18798,1,Y,1,18,3,3,80,3,1,2,3,1,0,0,0
40,NO,Travel_Rarely,658,Sale,10,4,MARKETING,1,954,1,Male,67,2,3,Sales Executive,2,DIVORCED,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0
26,0,frequent,1283,sales,1,3,MEDICAL,1,956,3,Male,52,2,2,Sales Exe,1,Single,4294,11148,1,Y,NO,12,3,2,80,0,7,2,3,7,7,0,7
41,0,,263,Research & Development,6,3,medical,1,957,4,MALE,59,3,1,laboratory technician,1,SINGLE,4721,3119,2,Y,yes,13,3,3,80,0,20,3,3,18,13,2,17
36,,TRAVEL_RARELY,938,r&d,2,4,MED,1,958,3,MALE,79,3,1,LABORATORY TECHNICIAN,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
19,Yes,Travel_Rarely,419,Sale,21,3,Other,1,959,4,M,37,2,1,SALES REPRESENTATIVE,2,Single,2121,9947,1,Y,YES,13,3,2,80,0?,1,3,4,1,,0,0
20,1,Travel_Rarely,129,r&d,4,3,TD,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,,0,1,2,3,1,0,0,0
31,0,rare,616,RESEARCH & DEVELOPMENT,12,3,MED,1,961,4,F,,3,2,healthcare rep,4,MARRIED,5855,17369,0,Y,YES,11,3,3,80,2,10,2,1,9,7,8,5
40,0,frequent,1469,r&d,9,4,MEDICAL,1,964,4,M,35,3,1,RESEARCH SCIENTIST,,divorced,3617,25063,8,Y,YES,14,3,4,80,1,3,2,3,1,1,0,0
32,no,travel_rarely,498,Research & Development,3,4,medical,1,966,3,,93,3,2,MANUFACTURING DIRECTOR,1,MARRIED,6725,13554,1,Y,0,12,3,3,80,1,8,2,4,8,7,6,3
36,1,travel_rarely,530,SALES,3,1,LIFE SCIENCES,1,967,3,Male,51,2,3,sales executive,4,MARRIED,10325,5518,1,Y,YES,11,3?,1,80,1,16,6,3,16,7,3,7
33,0,travel_rarely,1069,r&d,1,3,ls,1,969,2,f,42?,2,2,HEALTHCARE REPRESENTATIVE,4,single,6949,12291,0,,No,14,3,1,80,0,6,3,3_,5,0,1,4
37,YES,TRAVEL_RARELY,625,Sales,1,4,LIFE SCIENCES,1,970,1,Male,46,2,3,SALES EXECUTIVE,3,Married,10609,14922,5,Y,NO,11,3,3,80,0,17,2,1,14,1,11,7
45,NO,nil,805,Research & Development,4,2,LIFE SCIENCES,1,972,3,Male,57,3,2,LABORATORY TECHNICIAN,2,MARRIED,4447,23163,1,Y,0,12,3,2,80,0,9,5,,9,7,0,8
29,0,frequent,1404,Sales,20,3,TECHNICAL DEGREE,1,974,3,f,84,3,1,Sales Rep,4,MARRIED,,18203,1,Y,NO,15,3_,2,80,1,3,5,3,3,1,0,2
35,No,Travel_Rarely,1219,SALES,18,3,MEDICAL,1,975,3,F,86,3,2,sales exe,3,MARRIED,4601,6179,1,,no,16,,2,80,0,5,,3,5,2,1,0
52,no,travel_rarely,1053,research & development,1,2,LS,1,976,4,Male,70,3,4,MANAGER,4,MARRIED,17099,13829,2,Y,NO,15,3,2,80,1,26,2,2,9,8,7,8
58,YES,Travel_Rarely,289,R&D,2,3,technical degree,1,977,4,M,51,3,1,RESEARCH SCIENTIST,3,SINGLE,2479,26227,4,Y,NO,24,4,1,80,0,7,4,3,1,0,0,0
53,no,Travel_Rarely,1376,Sales,2,2,medical,1,981,3,MALE,45,3,4,manager,3,Divorced,14852,13938,6,Y,NO,13,3,3,80,1,22,3,4,17,13,15,2
30,No,travel_rarely,231,sale,8,2,Other,1,982,3,m,62,3,3,SALES EXECUTIVE,3,divorced,7264,9977?,5,Y,NO,11,3,1,80,1,10,2,4,8,4,7,7
38,0,nil,152,Sale,10,3,TECHNICAL DEGREE,1,983,3,f,85,3,2,sales exe,4,Single,5666,19899,1,Y,1,13,3,2,80,0,6,1,3,5,3,1,3
35,0,rare,882,,3,4,LS,1,984,4,M,92,3,3,,4,divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
39,NO,rare,903,Sale,2,5,LS,1,985,1,M,41,4,3,Sales Executive,3,single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
40,Yes,NON-TRAVEL,1479,SALES,24,3,Life Sciences,1,986,2,f,100,4,4,sales executive,2,Single,13194,17071_,4,Y,yes,16,3,4,80,0,22,2,2,1,0,0,0
47,NO,TRAVEL_FREQUENTLY,1379,research & development,16,4,MED,1,987,3,m,64,4,2,manufacturing director,3,DIVORCED,5067,6759,1,,yes,19,3,3,80,0,20,3,4,19,10,2,7
36,No,nil,1229,SALES,8,4,Technical Degree,1,990,1,m,84,3,2,Sales Exe,4,DIVORCED,5079,25952,4,Y,no,13,3,4,80,2,12,3,3,7,7,0,7
31,YES,non-travel,335,R&D,9,2,medical,1,991,3,Male,46,2,1,Research scientist,1,Single,2321,10322?,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
33_,No,Non-Travel,722,sales,17,3,life sciences,1,992,4,Male,38,3,4,MANAGER,3,SINGLE,17444,20489,1,Y,no,11,3,4,80,0,10,2,3,10,8,6,0
29,1,TRAVEL_RARELY,906,RESEARCH & DEVELOPMENT,10,3,LS,1,994,,FEMALE,92,2,1,Research Scientist,1,SINGLE,2404,11479,6,Y,Yes,20?,4,3,80,0,3,5,3,0,0,0,0
33,no,rare,461,R&D,13,1,LS,1,995,2,Female,53,3_,1,research scientist,4,Single,3452,17241,3,Y,0,18,3,1,80,0,5,4,3,3,2,0,2
45,no,rare,974,RESEARCH & DEVELOPMENT,1,4,MED,1,,4,f,91,3,1,Laboratory Technician,4,DIVORCED,2270,11005,3,Y,no,14,3,4,80,2,8,2,3,5,3,0,2
50,No,Travel_Rarely,1126,r&d,1,2,medical,1,997,4,M,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,NO,22,4,3,80,1,32,1,2,5,4,1,3
,NO,Travel_Frequently,827,RESEARCH & DEVELOPMENT,1,4,OTHER,1,998,3,f,84,4,2,Healthcare Representative,2,MARRIED,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
41,no,travel_frequently,840,research & development,9,3,MED,1,999,1,MALE,64,3,5,Research Director,3,divorced,19419,3735,2,Y,no,17,3,2,80,1,21,2,4,18,16,,11
27,0,Travel_Rarely,1134,RESEARCH & DEVELOPMENT,16,4,Technical Degree,1,1001,3,Female,37,3,1,Lab Technician,2,MARRIED,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
45,No,nil,248,Research & Development,23,2,,1,1002,4,m,42,3,2,lab technician,1,married,3633,14039,,Y,YES,15,3,3,80,1,9,2,3_,9,8,,8
47,NO,travel_rarely,955,sale,4,2,life sciences,1,1003,4,Female,83,3,2,sales executive,4_,single,4163,8571,1,Y,Yes,17,3,,80,0,9,0,3,9,0,0,7
30,yes,TRAVEL_RARELY,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research scientist,3,MARRIED,2132,11539,4,Y,1,11,3,2,80,0,7,2,3,5,2,0,1
50,no,rare,939,RESEARCH & DEVELOPMENT,24,3,life sciences,1,1005,4,Male,95,3,4,manufacturing director,3,married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
38,No,Travel_Frequently,1391,research & development,10,1,Medical,1,1006,3,Male,66,3,1,RESEARCH SCIENTIST,3,married,2684,12127,0,Y,NO,17,3,2,80,1,3,0,2,2,1,0,2
46,0,Travel_Rarely,566,R&D,7,2,MED,1,1007,4,m,75,3,3,manufacturing director,3,Divorced,10845,24208,6,Y,no,13,3,2,80,1,13,3,3,8,7,0,7
24,0,,1206,r&d,17,1,MED,1,1009,4,f,41,2,2,manufacture director,3,divorced,4377,24117,1,Y,no,15,3,2,80,2,5,6,3,4,2,3,2
35,yes,Travel_Rarely,622,R&D,14,4,other,1,1010,3,m,39,2,1,lab technician,2,divorced,3743,10074,1,Y,YES,24,4,4,80,1,5,2_,1,4,2,0,2
31_,NO,frequent,853,RESEARCH & DEVELOPMENT,1,1,Life Sciences,1,1011,3?,FEMALE,96,3,2,manufacture director,1,Married,4148,11275,1,Y,0,12,3,3,80,1,4,1,3,4,3,0,3?
18,NO,Nil,287_,R&D,5,2,life sciences,1,1012,2,Male,73,3,1,RESEARCH SCIENTIST,,Single,1051,13493,1,Y,,15,3,4,80,0,0,2,3,0,0,0,0
54,no,rare,1441,research & development,17,3,td,1,1013,3,Female,56,3,3,Manufacture Director,3,Married,10739,13943,8,Y,0,11,3,,80,1,22,2,3,10,7,0,8
35,No,rare,583,RESEARCH & DEVELOPMENT,25,4,MED,1,1014,3,F,57,3,3,healthcare rep,3,divorced,10388,6975,1,Y,yes,11,3,3,80,1,16,3,2,16,10,10?,1
30,no,travel_rarely,153,RESEARCH & DEVELOPMENT,8,2,LIFE SCIENCES,1,1015,2,F,73,4,3,RESEARCH DIRECTOR,1,MARRIED,11416,17802,0,Y,YES,12,3,3,80,3,9,4,2,8_,7,1,7
20,1,TRAVEL_RARELY,1097,R&D,11,3,Medical,1,1016,4,f,98,2,1,Research Scientist,1,SINGLE,,18275,1,,yes,15,3,1,80,0,1,2,3,1,0,0,0
30,yes,frequent,109,RESEARCH & DEVELOPMENT,5,3?,MEDICAL,1,1017,2,f,60,3,1,laboratory technician,2,Single,2422,25725,,Y,0,17,3,1,80,0,4,3,3,3,2,1,2
26,0,rare,1066,Research & Development,2,2,Medical,1,1018,4,MALE,32,4,2,MANUFACTURING DIRECTOR,4,Married,5472,3334,1,Y,No,12,3,2?,80,0,8,2,3,,7,1,3
22,NO,rare,217,,8,1,Life Sciences,1,1019,2,m,94,1,1,laboratory technician,1,MARRIED,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
48,No,Travel_Rarely,277,R&D,6,3,Life Sciences,1,1022,1,m,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3?,4,80,0,19,0,3,2?,2,2,2
48,0,TRAVEL_RARELY,1355,R&D,4,4,LIFE SCIENCES,1,1024,3,m,78,2,3,healthcare rep,3,,10999,22245,7,Y,0,14,3,2,80,0,27,3,3,15,11,4,8
41,NO,TRAVEL_RARELY,549,r&d,7,,Medical,1,1025,,F,42,3,2,manufacturing director,3,single,5003,23371,6,Y,0,14,3,2,80,0,8,6,3,2,2_,2,1
39,0,TRAVEL_RARELY,466,Research & Development,1,1,LS,1,1026,4,f,65,2,4,MANUFACTURING DIRECTOR,4,,12742,7060,1,Y,0,16,3,3,80,1,21,3,3,21,6,11,8
27,No,Travel_Rarely,1055,RESEARCH & DEVELOPMENT,2,4,ls,1,1027,1,F,47,3,2,manufacturing director,4,married,4227,4658,0,Y,0,18,3,2,80,1,4,2?,3,3,2,2,2
35,no,TRAVEL_RARELY,802,RESEARCH & DEVELOPMENT,10,3,OTHER,1,1028,2,Male,45,3,1,LABORATORY TECHNICIAN,4,DIVORCED,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
42,0,rare,265,sales,5,2,mkt,1,1029,4,Male,90?,3,5,Manager,3,married,,7770,6,Y,no,13,3,2,80,0,21,3,4,1,0,0,0
50?,no,TRAVEL_RARELY,804,Research & Development,9,3,life sciences,1,1030,1,MALE,64,3,1,LABORATORY TECHNICIAN,4?,married,2380,20165,4,Y,0,18,3,2,80,0,8,5,3,1,0,0,0
59,0,rare,715,R&D,2,3,Life Sciences,1,1032,3,f,69,2,4,manufacture director,4,single,13726,21829,3,Y,yes,13,3,1,80,0,30,4,3,5,3,4,3
37,yes,,1141,research & development,11,2,Medical,1,1033,1,f,61,1,2,Healthcare Rep,2,MARRIED,4777,14382,5,Y,0,15,3,1,80,0,15,2,1,1,0,0,0
55,NO,travel_frequently,135,Research & Development,18?,4,med,1,1034,3,MALE,62,3,2,HEALTHCARE REPRESENTATIVE,2,MARRIED,6385,12992,3,Y,Yes,14,3,4,80,2,17,,3,8,7,6,7
41,NO,nil,247,r&d,7,1,LS,,1035,2,F,55,1,5_,research director,3,Divorced,19973,20284,1,Y,0,22,4,2,80,2,21,3,3,21,16,5,10
38,no,TRAVEL_RARELY,1035,sales,3,4,Life Sciences,1,1036,2,MALE,42,3,,Sales Exe,4,Single,6861?,4981,8,Y,yes,12,3,3,80,0,19,1,3,1,0,0_,0
26,Yes,Nil,265,sale,29,2,medical,1,1037,2,m,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,0,18,3,4,80,,7,6,3,2,2,2,2
52,YES,travel_rarely,266,SALES,2,1,MARKETING,1,1038,1,FEMALE,57,1,5,manager,4,MARRIED,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14_,6,9
44,no,rare,1448,Sale,28,3,medical,1,1039,4,Female,53,4,4,sales executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3?,12,11,11,11
50,No,non-travel,145,sales,1,3,life sciences,1,1040,4,f,95,3,2,SALES EXECUTIVE,3,Married,6347,24920,0,Y,no,12,3,1,80,1,19,3,3,18,7,0,13
36,1,travel_rarely,885,R&D,16,,LIFE SCIENCES,1,1042,3,Female,43,4,,Lab Technician,1,Single,2743,8269,,Y,NO,16,3,3,80,0,18,1,3,17,13,15,14
39,No,travel_frequently,,R&D,22,3,MEDICAL,1,1043,4,FEMALE,82,3,3,manufacturing director,1,SINGLE,10880,5083,1,Y,1,13,3,3,80,0,21,2,3,21,6,2,8
33,No,non-travel,1038,SALES,8,1,LIFE SCIENCES,1,1044,2,F,88,2,1,SALES REPRESENTATIVE,4,SINGLE,2342_,21437,0,Y,no,19,3,4,80,0,3,2,2,2,2,2,2
45,No,travel_rarely,1234,sale,11,2,LIFE SCIENCES,1,1045,4,f,90,3,4,Manager,,married,17650,5404,3,Y,No,13,,2,80,,26,4,4,9,3,1,1
32,0,NON-TRAVEL,1109,R&D,29,4_,med,1,1046,4,f,69,3,1,lab technician,3,single,,11135,9,Y,No,12,,2,80,0,10,2,3,8,7,7,7
34,No,rare,216,SALES,1,4,MARKETING,1,1047,2,m,75,4,2,Sales Exe,4,divorced,9725,12278,0,Y,0,11,3,4,80,1,16,2,2,15,1,0?,9
59,0,rare,1089,sale,1,2,technical degree,1,1048,2,Male,66,3,3,MANAGER,4,MARRIED,11904,11038,3,Y,yes,14,3,3,80,1,14,1,1,6,4,0,4
45,NO,rare,788,Human Resources,24,4,medical,1,1049,2,MALE,36,3,1,Human Resources,2,SINGLE,2177,8318,1,Y,no,16,3,1,80,0,6,3,3,6,3,,4
53,NO,travel_frequently,124,SALES,2,3,MARKETING,1,1050,3,Female,38,2,3,Sales Exe,2,Married,7525,23537,2,Y,NO,12,3,1,80,1,30,2_,3,,7,6,12
36,yes,rare,660,R&D,15,3,OTHER,1,1052,1,M,81,3,2,lab technician,3,DIVORCED,4834,7858,7,Y,no,14,3,2,80,1,9,3,2,1,0,0,0
26,1,TRAVEL_FREQUENTLY,342,Research & Development,,3,ls,1,1053,1,MALE,57,3,1,Research scientist,1,MARRIED,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
34,0,rare,1333,Sales,10,4,life sciences,1,1055,3,Female,87,3,1,Sales Rep,3,MARRIED,2220,18410,1,Y,1,19,3,4_,80,1,1,2,3,1,1,0,0
28,0,TRAVEL_RARELY,1144,SALES,10,1,MED,1,1056,4,M,74,,1,Sales Representative,2,married,1052?,23384,1,Y,NO,22,4,2,80,0,1,5,,1,0,0,0
38,NO,TRAVEL_FREQUENTLY,1186,R&D,3,4,Other,1,1060,3,m,44,3,1,Research Scientist,3,MARRIED,2821,2997,3,Y,0,16,3,1,80,1,8,2,3,2,2,2,2
50,No,rare,1464,Research & Development,2,4,MED,1,1061,2,Male,62,3,5,research director,3,,19237,12853,2,Y,yes,11,3,4,,1,,2,2,8,1,7,7
37,NO,travel_rarely,124,R&D,3,3,OTHER,1,1062,4,f,35,3,2,HEALTHCARE REPRESENTATIVE,2,Single,4107,13848,3,Y,0,15,3,1,80,0,8,3,2,,3,0,1
,No,rare,300,Sale,26,,Marketing,1,1066,3,M,74,3,2,SALES EXECUTIVE,1,MARRIED,8396,22217,1,Y,No,14,3?,2,80,1,8,3,2,7,7,7,5
26,NO,TRAVEL_FREQUENTLY,921,Research & Development,1,1,MEDICAL,1,1068,1,F,66,2,1,research scientist,3,Divorced,2007,25265,1,Y,NO,13,3,3,80,2,5,5,3,5,3,1,3
46,no,rare,430,research & development,1,4,MED,1,1069,4,m,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,NO,17,3,4,80,2,23,0,3,2,2,2,2
54,NO,travel_rarely,1082,SALES,2,4,life sciences,1,1070,3,FEMALE,41,2,3,Sales Exe,,MARRIED,10686,8392,6,Y,no,11,3,2,80,1,13,4,3,9,4,7,0
56,No,TRAVEL_FREQUENTLY,1240,R&D,9,3,MED,1,1071,1,Female,63,3,1,RESEARCH SCIENTIST,3,Married,2942,12154,2,Y,0,19,3,2,80,1,,4,3,5,4,0,3
